,Genes,6709.han,81F3.han,5411.han,5408.han,5217.han,5B89.han,4EFB.han,5728.han,5B57.han,6210.han
114,5408.03.22,2.748010119183366e-05,1.611330315143476e-05,9.621101721741635e-08,0.01402776938645772,2.202248796416632e-08,9.159964380013894e-07,1.941050649673029e-08,3.046284766698771e-07,3.213729571501666e-08,1.791432920212372e-09
115,5408.03.23,1.780714744972983e-09,9.544473168813084e-05,1.844533077519864e-07,5.006997018087447e-07,8.73405830229453e-06,1.530920092427474e-12,3.260047590232225e-24,3.317058666812985e-11,4.696602580982287e-09,2.588017090130984e-08
116,5408.03.24,0.00148390245988722,1.70814769316553e-07,3.292281104390367e-05,0.01011913553978396,1.513908490810865e-06,5.236940689515635e-11,7.187404899926276e-05,4.393948297997938e-05,2.107732857530145e-10,1.605524122773557e-05
117,5408.03.25,0.001186691050613421,6.029002412125895e-07,2.689618625169962e-05,0.01597577834843274,2.370713587860501e-14,8.53525481394082e-12,4.31490963907175e-06,1.172903271095506e-09,6.835014534715848e-13,2.001627981149979e-08
118,5408.03.26,4.508487380470793e-10,0.0007017681628224346,5.387726457681446e-08,0.01253852899621099,1.572396524046728e-08,3.246307064058409e-08,2.139909750325302e-05,5.913300363487816e-11,3.22821493732859e-08,9.841495019295496e-11
119,5408.03.27,0.001489841020660038,9.077028312188039e-05,0.0002023372742965641,0.01049082307720465,4.626383779865536e-07,2.533359830372119e-06,1.27925746158131e-11,2.305296693715393e-07,2.032066708149917e-08,5.734867259131305e-08
120,5408.03.28,1.354536489094326e-08,3.543712842180266e-06,9.534863675555869e-07,0.001701208308160695,7.279643446368659e-07,1.671028750465315e-07,1.971817487673655e-13,3.750201549875362e-09,2.47719992493902e-07,8.291892625657577e-07
121,5408.03.29,0.0008220773469417983,0.0002350211482221754,1.663810804038921e-05,3.090129749153958e-07,1.51139579760953e-08,0.0001295812946283291,1.643412981500124e-07,2.118251972483947e-09,4.384520971583624e-11,3.277612535738333e-06
122,5408.03.3,0.0003419782680786223,0.0002383739014369246,5.321966858124418e-06,0.01019197089642971,6.326709904085681e-06,9.31869309374676e-08,6.925165597625638e-08,3.894212514111192e-06,3.456782619150427e-11,2.019330202921139e-06
123,5408.03.30,2.994550180586927e-05,6.280962532582521e-06,2.676941518234082e-06,0.01144635642240993,1.07486283692556e-06,7.251177943227583e-15,9.25161316623753e-11,2.81423868712645e-10,7.557711795513335e-08,2.4396577263886e-13
124,5408.03.31,0.0008378023812163675,6.566832273983141e-06,2.519197553616832e-07,0.01737150870749271,4.037163897263683e-08,3.771441975751461e-08,8.276734784186189e-10,3.077982164088234e-11,2.562641389973729e-05,9.128855751189352e-07
125,5408.03.32,0.0008593347169937384,1.0983063533434e-06,0.0001911553917445404,1.272921883880055e-06,1.875454384704868e-07,5.916159229009992e-10,0.0001793950641621573,1.399923284789071e-05,4.286988496599681e-09,1.778574396771849e-05
126,5408.03.33,3.354529200840674e-06,4.379857211540158e-05,3.449016052607484e-05,4.704606178579805e-07,8.525886920872488e-07,1.068424059401254e-09,1.140623291521327e-05,3.23225395157107e-07,1.827685046965967e-08,8.36066978179881e-08
127,5408.03.34,0.0002433111217557184,0.0001570289940161259,0.001691313098860886,0.0004158480432291782,2.772217740309575e-06,2.021493543561965e-05,1.587491337724417e-05,4.0496990644759e-05,0.0001281301793554488,9.14094790428826e-05
128,5408.03.35,5.160412810882397e-07,0.001086154819079167,1.69622111965731e-06,4.47675377542364e-06,5.803624131355526e-07,1.065249195013714e-06,1.246050394686531e-06,2.300845238754442e-08,1.629063984219047e-09,1.958806075500312e-06
129,5408.03.36,1.851573715410453e-09,3.724015457485624e-19,9.889968007845454e-07,2.997996532834127e-10,1.307874974456143e-07,3.43776937723963e-08,2.53522711221851e-25,3.807314639871898e-07,5.146912299757816e-07,9.378790253331884e-09
130,5408.03.37,7.135134748353291e-06,0.0002359432211107161,6.385231579222344e-05,0.0008270964391369153,3.564000579395338e-06,2.334658664531444e-05,2.168543640467024e-06,1.395289615178088e-06,1.420653916185934e-08,1.665159079717846e-06
131,5408.03.38,0.0003558959836019817,5.528870612532844e-05,2.875206564023648e-06,0.01109491050974685,1.581021007019853e-07,2.47776479005204e-08,1.346445237155185e-09,4.201478555827432e-09,1.599948004532784e-07,3.780150007663089e-08
132,5408.03.39,5.048584713524818e-06,0.0001038994199166447,0.0001521750233164102,0.01103728472104864,1.701540129375996e-06,8.338632913997072e-11,7.912821843612438e-09,6.966479235878755e-08,1.212811360172057e-10,1.394697169858233e-07
133,5408.03.4,0.001129673102929243,4.580484509987572e-05,4.803782648597194e-06,0.01305093002115279,1.606247908005416e-10,1.073549373444381e-11,3.173586905902023e-18,4.182909677693403e-09,1.986427481330801e-09,1.192873741160029e-07
134,5408.03.40,5.642606211525008e-10,5.087001913758517e-06,1.869266988273523e-06,0.01251333844199268,1.577420523455686e-07,3.658427147497344e-07,0.000416887565712104,7.561263641830531e-08,8.840451340551617e-07,4.132409481418391e-08
135,5408.03.41,1.338648513277693e-05,9.44318002198183e-05,2.673797300391137e-08,0.01075453981017031,3.577041544282406e-08,1.137345560296942e-13,7.437474380028805e-05,2.655142305537834e-05,1.558307247691021e-12,2.146305803258562e-06
136,5408.03.42,7.387720632265955e-06,0.0001125049202020774,1.413986490301487e-06,0.01148777682502124,7.624935958785105e-12,9.159557049819051e-08,1.370882982490075e-08,4.652225289587996e-08,1.271469535612844e-05,3.609202931458968e-08
137,5408.03.43,9.590778341252392e-09,1.863922877704811e-08,8.788064810060034e-07,8.656247949876936e-09,1.943615383635966e-08,6.716207948893052e-10,1.661880704574994e-07,2.007549495355013e-08,4.035056597574694e-08,3.832194238720061e-07
138,5408.03.44,0.001472980153591727,4.239311847423471e-05,1.362704929356648e-05,0.0006008151591941139,9.359879005491208e-13,8.265494843111036e-11,2.090637444540674e-09,3.376059007999503e-13,5.308934135622559e-08,9.862180705528367e-07
139,5408.03.45,1.344931894178826e-09,1.584171429598069e-06,3.992472046866855e-06,0.01343566409440007,1.881653978743364e-10,1.969276196958982e-09,1.417493543492743e-08,6.875978534868409e-12,2.706759113801281e-07,3.42674083849254e-07
140,5408.03.46,0.00132995697971458,9.903334628268505e-05,3.411261506778467e-07,0.0132377273299216,2.770590059852628e-11,3.624927879019593e-14,3.199862361806936e-10,1.531249501068438e-07,1.292835973522988e-09,5.004651560027708e-09
141,5408.03.47,0.0007355855943447215,2.073069802255705e-05,1.723040795252197e-06,2.325651765668495e-06,3.115089946485636e-08,7.427108983069698e-10,1.971160333664482e-15,2.882226233649118e-05,6.834210416487987e-10,1.49049005268645e-07
142,5408.03.48,0.00159730221086642,1.765486636245083e-06,1.247365823466111e-05,0.01007716508021371,1.788273531476571e-05,1.383235208285615e-06,6.275691135925202e-18,2.114217649227092e-08,2.453549589296723e-07,2.809035336168979e-05
143,5408.03.49,0.0006418262764494372,1.35374422602564e-05,1.098492457490262e-06,0.0158393931898959,6.041170027254145e-08,5.423734921777993e-08,6.251828681425122e-14,5.651088366291394e-09,2.201050912903866e-08,1.337588823313335e-07
144,5408.03.5,0.000364958017005855,0.0001181294032832833,4.415166485890072e-07,3.267098867147328e-12,1.660095823181913e-08,1.33488706531799e-08,2.502289621865469e-08,1.600186843218025e-10,5.735442854358261e-10,3.893421135905827e-11
145,5408.03.50,8.412927140998429e-08,0.0001087063837384199,7.1186935876797e-07,0.01119103929998766,2.087169423690055e-07,4.354514476855304e-08,8.019762809264214e-07,3.659390154264699e-10,3.974348457428346e-07,1.514192757466339e-06
146,5408.03.51,0.001781820390961967,5.178597147838545e-05,4.184391771737635e-12,2.059875107686646e-09,1.290613720413133e-13,6.665969023721684e-12,2.813097360692148e-08,6.160123763147626e-09,5.02146320395665e-10,1.287823186068371e-14
147,5408.03.52,7.328502457661974e-05,3.007118366494983e-10,2.506818288679938e-06,0.01052471096224085,1.175934194591842e-08,1.450961047458826e-11,2.254967435212073e-13,1.117843977100818e-10,1.166944978048159e-10,3.786201608392826e-11
148,5408.03.53,0.004193916257999017,0.000709247926100203,5.768487596768355e-07,0.02029540662338789,3.55081369635652e-07,3.525880205548235e-11,2.546898937611684e-07,3.929833263381161e-08,4.207098239121144e-10,1.929033704491991e-06
149,5408.03.54,2.496836918887744e-05,5.708829666237738e-06,3.854685201966472e-05,5.499191113138374e-10,2.353635669094951e-05,4.965698666344991e-08,1.876760774984847e-11,1.365316565425253e-06,1.805684069770807e-07,8.009083299877723e-08
150,5408.03.55,0.001335248028629675,4.184051610708534e-06,9.96909924389428e-07,0.01862639481832172,4.088119729085804e-10,5.028445925207514e-07,5.888332584759017e-10,1.919615869387545e-06,7.909759981726623e-06,1.308845740455417e-06
151,5408.03.56,6.805207174382869e-06,0.0002656205521411792,2.901004794396986e-05,2.451107899777426e-05,3.316300946008455e-05,5.229226446968509e-09,2.703603406688184e-05,4.568592001528665e-07,7.252599416817784e-05,3.148092506162073e-06
152,5408.03.57,8.77731339056998e-09,0.0008007611789335593,4.063694639568718e-06,2.260507644616488e-05,6.020426985491856e-09,3.503449333781798e-08,4.720689669134732e-06,1.650899212589594e-07,1.546731058209123e-09,1.939663694353322e-06
153,5408.03.58,0.000183208641777504,4.795800034060454e-05,8.748847803780656e-07,0.01114610886564686,2.988203381337957e-10,4.358641261362497e-09,4.569589399928274e-07,5.908128223203992e-06,6.606909848311421e-08,2.059653225682061e-10
154,5408.03.59,7.147826349807379e-06,3.5813078511105e-05,3.923137905814999e-05,0.01719538604852321,1.52017498281686e-06,1.029467037991033e-08,1.711416819131892e-06,3.012177649217082e-09,7.148468597641297e-08,1.251361658102921e-06
155,5408.03.6,4.460693164556002e-06,0.0001635388435186424,3.524399055918046e-06,8.990997527630746e-05,0.0001410435374532494,1.116840832515004e-07,4.513421494603674e-06,3.10503672177856e-08,1.950322694163987e-07,5.787537098674568e-08
156,5408.03.60,4.232306894195115e-07,3.624818041713788e-06,7.522619715158968e-05,1.999799654154518e-06,7.603451932168317e-07,6.660446876126174e-09,3.184714592167338e-06,7.670626192165233e-09,3.943729374515791e-08,3.353049839342114e-06
157,5408.03.61,6.490984706503727e-07,2.871170360902192e-07,1.067188137870648e-06,0.01172176367718576,3.47774723800249e-08,1.468578816446817e-07,1.503637576011571e-05,3.529521889975619e-06,1.176252547791713e-09,2.598023697546222e-13
158,5408.03.62,0.0003250440004653408,5.357923635650992e-05,2.469865170450134e-09,0.01209009210876867,1.226306906697874e-08,1.728276748959631e-13,6.20062358534974e-08,2.370272630973911e-09,1.201763114390775e-12,3.106105393826671e-11
159,5408.03.63,0.0008606779727439606,7.369081823676262e-06,4.842336262671033e-07,0.01014695392554157,1.144794667207817e-09,1.829199430763049e-09,2.686904611674766e-14,1.042261011965349e-08,6.437604817991409e-09,8.845429923468219e-11
160,5408.03.64,0.005875418083902097,1.182482171833814e-06,7.996521454559512e-15,0.01162834727386171,6.82759140083881e-09,5.838052194724785e-10,7.638332842984382e-40,9.412049703604454e-05,9.686547146176297e-10,2.217391484462155e-12
161,5408.03.65,2.684444434785415e-11,1.85314885518326e-06,3.342579158872285e-06,0.01339670004051239,1.693077751549709e-08,2.745680310057842e-07,5.34871590335947e-11,2.306673462186723e-09,1.228174879784807e-07,2.585541484388202e-10
162,5408.03.66,4.104358571640578e-07,1.733197924524409e-18,6.706129516693357e-06,0.01169640187539374,1.405113519782883e-09,3.224547302224173e-13,2.19476657738518e-18,3.795717095709159e-12,1.448832507618435e-08,5.630441514053737e-08
163,5408.03.67,0.001309415659846636,2.184364800552223e-05,2.397388360079602e-05,0.01351060837182146,3.700767162703113e-09,2.375059593099111e-08,1.096047573930532e-15,1.002354224316387e-07,9.33339156674679e-08,9.616574968986354e-11
164,5408.03.68,9.47546863874984e-08,5.472192760301202e-06,9.441438537302892e-08,0.01100491539268912,4.124261659169338e-12,2.605917292206763e-12,3.799872150721359e-12,2.324263961022352e-09,4.173422340926541e-10,3.100502602978892e-07
165,5408.03.69,8.438740776014883e-08,6.182760383241569e-05,3.379541941302826e-06,3.4465035763645e-09,2.380419798264626e-06,3.390987561755089e-08,1.702274277606378e-07,1.60033403798283e-09,1.541704394933263e-13,6.953320392697516e-07
166,5408.03.7,9.009765908033415e-05,0.0002493852047889085,3.102478015273794e-06,0.01918604789001646,1.547596287223119e-07,1.115849536233196e-08,4.70772672483044e-05,9.496504031764781e-06,1.430786997131017e-07,3.106965018457928e-05
167,5408.03.70,1.853918482297348e-14,0.0005200886428020874,1.776684102500655e-11,0.0120706442849946,8.555605659151789e-21,3.30583658466721e-12,1.736395040561539e-06,2.730440863704808e-15,2.929295006892512e-09,4.227253744178684e-11
168,5408.03.71,0.0002693505477671545,2.662935920795334e-05,1.838446437058822e-05,0.01313569235434482,1.892510063346763e-07,1.070950545744997e-09,6.69503855350919e-07,1.207750481015677e-06,2.663817698695387e-10,3.685783600504931e-09
169,5408.03.72,3.052669437246979e-12,3.891478754230721e-16,1.36745104418368e-08,0.01393040611052586,7.892535475721674e-08,8.007268480993012e-07,2.511289075279163e-15,9.727262056417809e-14,1.04327800025958e-09,5.058647393360991e-06
170,5408.03.73,0.003394641359721933,4.005030968218746e-06,1.101604643308512e-05,5.49516267677591e-10,7.052370562083577e-05,9.488317377793977e-10,1.3517528796361e-19,9.835022605924945e-09,2.884998064827941e-09,7.718730902760485e-08
171,5408.03.74,1.577499754024938e-09,2.593935839983426e-06,2.164438434528646e-05,1.06841764068996e-08,1.55290512282085e-10,5.257006456089379e-09,4.112273586018877e-06,1.249276867864901e-10,1.793871497558224e-08,6.258630051247149e-07
172,5408.03.75,2.739894949788189e-05,0.0001327337111575494,1.542390398180843e-07,0.01064743476519184,9.96485854335412e-07,1.771906494022845e-10,3.067234970294754e-05,3.128324577002589e-07,9.175819831550576e-11,7.279386725224712e-10
173,5408.03.76,0.001800605006989956,4.384450526717403e-08,3.132913929068478e-10,0.01131499652732245,2.948241400053647e-15,4.697803354227841e-10,9.620867790345831e-20,3.675728093720191e-09,4.582653238858234e-08,5.663667714495047e-13
174,5408.03.77,8.919508230676065e-08,0.0001170530501279581,3.897511941579562e-06,1.20087026869974e-10,8.511236702058287e-13,5.392734504566698e-14,1.665153857612283e-24,7.006829919606919e-08,4.218818282806174e-06,3.338492567786882e-10
175,5408.03.78,1.032980908436656e-06,5.159659610616254e-05,7.895631298771799e-05,4.559160291642021e-06,3.327722972609419e-08,2.06092797980806e-07,1.076733483740712e-06,1.310891578497676e-08,3.319520221060713e-07,1.751344984633075e-06
176,5408.03.79,2.016339078597905e-06,0.0001385597591637018,5.051077558407834e-06,0.01003022127744709,2.04782425325173e-10,1.636429031538104e-07,0.0001681713580830486,4.56818657580864e-10,5.082419379283001e-07,4.116481690419534e-07
177,5408.03.8,0.0004798159077731867,3.757605457320103e-16,1.11357422452377e-07,0.01066997814162584,6.273727924603228e-10,5.481268623699545e-13,4.813253583525551e-21,4.88974974952354e-10,3.527304372626473e-13,9.928481110889876e-10
178,5408.03.80,9.219696259326151e-07,3.049935646415497e-05,5.37506408418879e-06,0.01295506354023029,4.421885452405835e-08,6.651383939393116e-07,6.771835465764534e-12,1.429234661676898e-08,2.351650171638759e-06,3.204389589613212e-07
179,5408.03.81,1.295435365472227e-06,9.361992231325712e-08,2.30130287589337e-05,8.500575383524586e-07,1.11317002764472e-09,4.150916752020576e-12,4.983103757216386e-05,1.419377421231008e-08,9.682619792789452e-11,4.680534609950365e-09
180,5408.03.82,4.939645196447903e-06,5.106144688284938e-12,1.5859666786415e-06,5.443683176708819e-09,5.663766101908336e-09,1.050613918314562e-07,1.834030216587622e-09,1.203956730864346e-05,1.899803873542165e-07,1.65364676959872e-10
181,5408.03.83,9.73537434140993e-07,3.91569843060743e-10,6.775786403608252e-06,2.372765183290655e-09,7.751700573307856e-10,2.207829464685221e-07,4.349846180860863e-06,6.889757384323607e-07,3.091858731459987e-10,1.140961053993099e-09
182,5408.03.84,0.001994352864243976,3.644399383134592e-05,0.0004246086599708018,0.01087337814647317,3.04836056645748e-05,2.955605986693026e-08,4.336629083764743e-06,5.996852069780606e-06,8.873238505107461e-07,2.229159053109481e-06
183,5408.03.85,0.0002759640087353168,5.66880026383784e-05,1.681548014383793e-05,8.162081556198026e-05,5.077100744732891e-06,4.946569414361091e-12,3.567447317639064e-08,5.745357019148372e-06,1.778762082205077e-09,1.780812221215382e-07
184,5408.03.86,0.000389577147734108,0.0001832399712513039,6.223310192536386e-06,0.01213385293043668,4.199414493728654e-08,3.063192199122068e-09,7.783603618014843e-06,1.769655324772953e-06,4.123200290146569e-09,3.98570431371187e-09
185,5408.03.87,2.232582568038328e-06,2.12459003382026e-11,1.753383974896156e-12,0.0106000428475945,9.019777493356694e-10,8.759985328530455e-08,7.531027117356917e-07,4.726231842983615e-08,5.994759893804916e-07,3.401772216389183e-06
186,5408.03.88,0.0002075322126980066,0.0002432243722930936,2.548473489210902e-09,7.729236378187312e-10,6.376449040260836e-10,1.282708978040181e-12,2.438801264648051e-06,7.477588241963948e-06,2.309804120539834e-06,2.044228893809882e-08
187,5408.03.89,1.41793895254652e-09,1.264585721378083e-08,2.52242977930579e-10,8.770722214280148e-13,4.534269606632303e-11,1.440277586322952e-10,1.132549594181284e-05,1.869567816788973e-11,1.855992213168534e-08,5.63541222670563e-09
188,5408.03.9,0.0001646921590395139,2.866300738746942e-05,3.657766102622522e-07,0.02060232675523404,2.490365805861126e-09,1.377171353897574e-07,3.204015632032019e-05,2.501909817939974e-08,3.933080554989313e-05,2.119655419973127e-08
189,5408.03.90,7.019658699200492e-06,0.0002055820106965765,2.16629741607178e-05,2.946429382801923e-05,3.474657516258437e-07,2.563619689702451e-11,4.692175566835169e-05,2.764309595954297e-08,1.225248006027341e-13,8.340511304890201e-07
190,5408.03.91,0.0007115751866325687,3.468703147461052e-07,4.33075674654008e-05,5.846215002344291e-08,4.855664265053493e-07,9.544097860651747e-09,6.411371681251116e-05,8.671829196301276e-06,5.169368989062078e-07,1.877425616986577e-06
191,5408.03.92,0.003337114012027683,1.217865571069683e-05,6.965642335016761e-07,0.01017728435990832,8.745322336279629e-09,2.96171214195302e-08,2.471488251802559e-06,1.821638385742476e-05,4.730724003604721e-06,3.875301327263495e-07
192,5408.03.93,1.744853908121061e-09,0.0004032019711916218,1.484639321146721e-07,0.01184582088860086,8.616919333469664e-07,2.479858958580648e-06,8.788644479216623e-24,4.912105594991558e-05,2.892652824778355e-10,1.151978176896907e-11
193,5408.03.94,1.29438721478924e-09,2.315512754326181e-13,2.022420401873426e-11,0.01742092193592615,4.561724403349772e-10,6.763675819272985e-11,2.065273220382295e-09,1.509037714915157e-08,9.96830115765963e-12,5.5625843446567e-07
194,5408.03.95,0.0001171867758383978,8.644390346846455e-07,1.565488233628878e-06,4.68738835028512e-06,1.927769809594659e-08,1.843496701661546e-09,4.613777820500133e-06,8.36360718298058e-06,4.774471962352114e-11,2.213935971010647e-07
195,5408.03.96,9.440822807521918e-07,5.138388488819456e-05,2.841158830795793e-09,1.02106511211256e-09,4.580211207115644e-05,6.327872608292022e-09,7.543017845175008e-06,0.0001137238748030229,1.878384856547789e-06,4.231463929379777e-06
196,5408.03.97,0.001363569674677045,8.204729899288225e-05,5.713097632781802e-07,0.0141736450622197,2.290357702455946e-09,1.160375816765605e-08,0.0001755418803374635,3.970688930763817e-05,1.59938887380546e-07,3.008474490201786e-07
197,5408.03.98,9.021613054530809e-08,7.13571619333753e-05,0.0006372608750309764,3.761285376757432e-07,5.061736260781098e-09,8.549210446082261e-12,3.735857216801561e-05,1.314295006867796e-07,1.420756005763002e-10,5.662082420848792e-07
198,5408.03.99,1.649762540615794e-06,1.240261608335543e-06,1.214545329851029e-06,1.382518522883067e-05,8.149076464538602e-07,1.828426799810619e-06,2.148956672055955e-06,1.386441716985592e-09,3.258754018347519e-05,8.640879598307244e-10
199,5411.08.19,1.330354790705799e-07,1.295984834142467e-06,0.01327409411192315,3.87457432577311e-06,1.257967405483401e-09,1.055664397345528e-09,2.166547748501883e-08,2.031648360374323e-08,6.054363889078356e-08,2.943768080502155e-07
200,5411.08.190,1.212882497772148e-05,8.574226315543243e-07,0.01306741530509515,2.280284017564949e-10,3.514304655084085e-08,2.7776466494346e-10,8.955926722646324e-08,2.514874012803337e-07,1.840491337791726e-09,1.01171400578222e-06
201,5411.08.191,0.0001299328988246971,8.496005792742357e-06,0.0005400724762695792,2.508547002374489e-05,1.418355374265858e-05,8.355657485270001e-08,3.233140717289517e-08,1.441845667294585e-06,1.810393183713703e-07,6.720352890358088e-06
202,5411.08.192,4.168721523382234e-05,7.066494406586285e-07,0.01144971435561663,1.023883666847209e-05,9.25097997340213e-07,2.945869837852698e-05,6.449005038464076e-06,4.368420392428457e-07,0.001248487230257291,2.16568812186356e-06
203,5411.08.193,1.270340649188999e-06,3.111257165611641e-09,0.0004081098383103581,3.330543192162672e-12,3.343041839515516e-08,0.0001251431101372223,6.853630103873045e-06,1.832935971565866e-07,7.163017827198123e-06,6.109409333220077e-07
204,5411.08.194,5.645739515776788e-07,4.370686508427521e-08,0.00133605596173625,0.000103415134439029,7.612449658023912e-07,1.602470459859486e-08,2.314919038203185e-06,2.282303998253892e-07,1.541154292130854e-06,6.261428232489627e-07
205,5411.08.195,2.173002830243486e-05,2.441978518629258e-06,0.01152515632409059,2.042554769940315e-05,5.902564862640624e-07,5.794759257409855e-10,2.964678118416576e-06,1.429811538372618e-07,1.833497368201049e-09,5.69015068157118e-08
206,5411.08.196,4.216144089788747e-05,4.327995419502518e-13,0.002927490552388021,1.508472113898681e-15,1.00265998008663e-05,6.939961462001163e-12,0.0008683874535169163,8.030644315064643e-06,1.485278948649466e-09,1.981694142476008e-05
207,5411.08.197,1.790734495228177e-06,6.398688909704601e-10,0.01149047385269222,2.266679373605668e-08,3.587634278975108e-07,1.513525525059318e-05,0.0001236927307326277,2.084176836932725e-08,9.340211224665561e-05,6.905139384720512e-08
208,5411.08.198,4.690077653211261e-06,2.204590641866399e-15,0.01322735418187997,8.693492543561075e-09,3.59846729794231e-06,1.035420111128443e-09,6.341388252779652e-07,1.456175772243568e-06,7.484575819661848e-10,1.619082782454835e-06
209,5411.08.199,2.902569721419745e-07,7.645783355138695e-09,0.01034830327857643,3.785219476823497e-06,3.542194332665318e-06,4.857664247650868e-09,5.420815544246281e-05,2.820220975055864e-07,3.367323930550602e-08,0.0001403689196142632
210,5411.08.2,6.387887952900299e-05,3.389948343529347e-06,0.01009876689559453,1.297726350096319e-09,1.097284872322191e-07,1.262074756458891e-12,0.0001179628083907208,3.257722890439054e-10,2.391427100210427e-08,3.979625911048358e-08
211,5411.08.20,9.963998034818273e-06,1.129497741412144e-07,0.01051028887816132,3.386230347458942e-07,1.925474350013249e-05,5.565302816362404e-11,2.71336053702887e-07,2.239158657257466e-05,0.0002610413915482061,1.001181880045704e-06
212,5411.08.200,3.502007880430453e-06,0.000211479207002202,0.0006008391543452493,0.0001835430451940276,1.17545686119935e-07,8.790543946408216e-08,0.0001312186457231338,1.81976463871322e-06,7.784789816163751e-05,3.315448820079348e-05
213,5411.08.21,1.040993374322264e-05,7.261002825136972e-09,0.0007972862816378714,1.061495755854463e-06,5.0953403481026e-07,4.740125052190034e-08,3.19387520270544e-06,4.485417016190508e-07,1.184784983052877e-08,0.0002767484506813748
214,5411.08.22,3.704888814143039e-07,7.48922337468755e-07,0.001581294185119765,3.462881440675467e-09,4.661415406947689e-06,0.0004083423403430694,4.62302414799519e-05,4.197085759143034e-09,8.378014699937299e-05,1.484230974582496e-07
215,5411.08.23,6.670005480948679e-06,3.56953197685254e-05,0.01115030168140596,1.274146096858764e-05,3.531488815991908e-06,4.953971188429824e-06,1.092095353985346e-07,2.267061292911766e-06,7.488398441630114e-06,7.33993687356616e-06
216,5411.08.24,3.844984287496076e-05,1.687738702682515e-05,0.01074734975804877,3.96734209840114e-06,1.033880577397343e-06,1.644477281126492e-15,0.0003223097312408614,4.157684691061047e-09,1.6663162706255e-14,9.432215763540466e-07
217,5411.08.25,7.306431936251646e-06,2.210148741754268e-06,0.01461783052128258,1.161098144354286e-08,7.034763965618934e-07,2.364466591547806e-09,8.137465592101814e-05,1.182017893436075e-07,0.001316957966951458,1.743735992455766e-06
218,5411.08.26,5.180680197259855e-09,3.265930511236576e-12,0.01599942531292523,6.297463532691988e-05,1.426173814081076e-06,1.098717645844673e-06,5.010604133250319e-05,6.152939538117427e-08,4.048411224601097e-08,5.771579412531158e-08
219,5411.08.27,7.76835169569107e-08,1.481665430975472e-07,4.755494112870235e-05,8.507633386646391e-06,9.31336738926537e-10,5.298386809940782e-06,3.58485046110923e-06,8.226334381564818e-11,3.292055382989492e-07,1.17457941441811e-08
220,5411.08.28,1.058514145176315e-08,8.569592890943218e-14,2.289369520504947e-06,5.903936019835098e-15,4.189102686891792e-09,2.443055659242957e-10,1.230324068108646e-10,3.008667236395623e-08,0.001431496522880456,6.786383702169854e-07
221,5411.08.29,0.0005105986957599949,2.727091943313039e-06,0.01018492666398764,2.062060488294588e-05,1.168513151113912e-05,1.327536872662132e-07,6.879314184562946e-07,4.718122598394118e-06,4.927286935135136e-06,0.0001521247629490949
222,5411.08.3,6.23211123875726e-10,4.949781226532821e-10,0.0008951304639870071,3.973084688309794e-22,0.0001269724334412772,2.35005287094985e-07,3.05603030209861e-07,1.639597948408772e-09,1.370907502681568e-06,3.757388897728466e-06
223,5411.08.30,8.572890027011742e-05,2.185944502711912e-09,0.01042476018950031,1.217434553993593e-06,2.0277106557998e-07,1.262226745301371e-05,5.692915070381085e-06,1.194135605176345e-07,1.374539922014194e-05,1.400552025465814e-07
224,5411.08.31,8.700062425981346e-07,1.664839228340784e-05,2.410612927466229e-05,0.0001249318177490385,6.15911529665233e-07,1.433805343533698e-11,0.000178723143917794,1.234684624936499e-09,2.684635194740654e-11,5.011350742923624e-08
225,5411.08.32,4.093719251146576e-05,1.208511875719004e-06,0.01011157661910169,2.432283504892245e-07,5.4574405626003e-08,1.872888541071957e-10,4.870975008800526e-07,2.961123016956411e-07,9.562362926914366e-08,4.485931890629558e-07
226,5411.08.33,7.442336004102813e-06,4.559230092505263e-06,0.003192690760592176,3.060585157583666e-06,5.706891177836318e-06,1.869453020341988e-11,9.724809881875953e-05,5.977986597388021e-09,5.708400017399129e-11,2.157305255147104e-09
227,5411.08.34,0.000111222535275829,2.100902292864889e-08,0.0001620544190288347,3.447289201490142e-12,0.0001084400243522802,1.333638164987683e-06,0.0003800859265223209,1.283592608854201e-05,2.001421925670686e-32,1.870218670905746e-05
228,5411.08.35,8.858353168175983e-05,1.89579060054755e-06,0.005194830406177715,4.121383625836059e-06,3.482517790448874e-06,9.317630309360916e-07,9.478492951632169e-06,2.715095183801766e-05,1.970544417801943e-07,2.562760921561697e-05
229,5411.08.36,5.862364006787532e-10,2.575853645601557e-05,0.001330367405648081,1.887552036433947e-08,2.587894493199974e-10,8.937753703254177e-13,8.320889948306297e-14,6.67292341938805e-11,8.307954732844874e-14,6.209361060024883e-08
230,5411.08.37,1.541470015748225e-06,7.026739003006524e-06,0.004113340360705544,6.198925628771237e-05,2.673055604505104e-05,2.142180674233392e-05,1.324921988472683e-08,1.107134032600669e-07,0.0001975421147861917,2.434102383052222e-05
231,5411.08.38,1.521764412718927e-06,6.727969039753237e-06,0.004118436619393145,1.395018164808213e-13,1.990819597794309e-06,2.670255412216288e-09,9.895776319127036e-06,2.736264839027522e-11,6.97370496065679e-05,6.57853163445034e-07
232,5411.08.39,3.326741074604845e-06,0.0001365688802731781,0.01270526669420551,5.816097610092514e-06,2.594435258216432e-05,5.618945127991216e-10,4.903962807637942e-05,3.987745334743526e-07,1.553606893860215e-09,5.559940271293674e-06
