,Genes,6709.han,81F3.han,5411.han,5408.han,5217.han,5B89.han,4EFB.han,5728.han,5B57.han,6210.han
108,5408.03.198.gene,0.0004956264924354831,0.000148345724014567,9.529652525787141e-05,0.01014265645812086,6.987537970403435e-06,6.811432164843153e-07,2.963978478096672e-05,2.323512791546595e-05,1.013917000853393e-05,8.619920800457208e-06
109,5408.03.199.gene,0.0001654672617515688,0.0002262370499936201,9.474937764715982e-05,0.01165803647867109,2.472849698429568e-05,1.155177152031198e-05,2.048245641946091e-05,1.662711579350572e-05,9.371720613084643e-05,1.171498179810497e-05
110,5408.03.2.gene,0.001037833744496665,0.000296112352042307,9.840225010304638e-05,0.01010640464442276,5.948444182452373e-05,4.990714204057844e-06,0.0001028147560868501,0.0002621960894784653,1.313025145833273e-05,3.559152717934096e-05
111,5408.03.20.gene,0.0007782231574976034,0.0001866500728229323,0.0001224117684541619,0.01146683082813894,0.0001211717127528288,1.492707381941634e-06,0.0004370318759736682,6.128411010333065e-05,1.594675755342762e-05,3.881318692826891e-05
112,5408.03.200.gene,0.001706189878756498,0.0003954384808159546,1.347926944302726e-05,0.01488090917693605,6.276304911725242e-05,3.710852844869368e-06,0.0003219719619484569,5.057286342108341e-05,2.734104956102609e-05,1.74394108570273e-05
113,5408.03.21.gene,0.001223629184498099,0.0002992984179509965,0.0001975550882718815,0.01247601432404142,0.0008802710588873498,3.978560317194543e-05,0.0001898113347003996,8.205185277750569e-05,5.806165329000244e-05,6.78284682105089e-05
114,5408.03.22.gene,0.0004869562199691245,0.0009153321463527208,8.872526030562217e-05,0.01402776938645772,1.903957957457182e-05,8.296362762647292e-06,1.685020604335995e-05,1.493390781516062e-05,3.965613450451946e-05,1.090386291165098e-05
115,5408.03.23.gene,0.001020101535726744,0.000284249568892839,0.0003369201241713368,0.01113780797791799,0.0001285384641792323,8.92079985837718e-06,0.0001792234495321051,0.0002036266398651143,2.248712853165966e-05,8.383885374058289e-05
116,5408.03.24.gene,0.001654775280998993,0.0003777956802486367,0.0006817386090559658,0.01011913553978396,0.0001777135766428232,1.34985622374557e-05,0.001110932447428118,0.0008841040792481675,2.402801714537522e-05,0.0005378214876962414
117,5408.03.25.gene,0.00145896138544964,0.0005047539051582196,9.197306176250696e-05,0.01597577834843274,2.935915407254915e-05,3.274743078868519e-06,0.000204223021559048,0.0001516378890768222,6.270333828665816e-06,6.169304841624503e-05
