,Genes,89D2,4F4D,5F62,4F55,5E8F
150,4F55.02.54,1.174475163819324e-05,0.0006970964962531766,2.085309921740342e-06,0.06251429498965339,1.406712484470875e-07
151,4F55.02.55,0.0007400506444609323,3.659207726288482e-10,5.597947966893615e-07,0.000477118294815633,2.292920978541575e-05
152,4F55.02.56,3.876561309154534e-07,0.000640159912384281,4.091250228355927e-05,0.07350601097522244,4.504657787578551e-08
153,4F55.02.57,2.147250732580708e-07,3.171501630959549e-05,5.294634648814138e-09,0.05682825450234207,0.000217644422400697
154,4F55.02.58,5.585287786731637e-06,6.214359884602876e-05,3.293851781356775e-06,0.0604698024499367,2.710298622740732e-05
155,4F55.02.59,6.059253678744054e-06,3.958733549758195e-05,2.227990891859628e-06,0.06731052180427287,9.302337588606597e-06
156,4F55.02.6,3.249783248563962e-06,4.77507869518167e-07,9.169220849436835e-06,0.05512391156889654,0.0003750020769701119
157,4F55.02.60,1.242854399301637e-05,5.235724517491068e-05,7.112910876788081e-07,0.05411248549912279,8.94799977976169e-06
158,4F55.02.61,3.960204570904564e-05,9.367937514805141e-05,6.756379351884231e-08,0.05802358868911724,0.001868944149199543
159,4F55.02.62,5.996699124438798e-05,0.001284911932257864,1.762436091940059e-07,0.06163520111605553,0.0008957184291405941
160,4F55.02.63,2.0184072497431e-05,2.673858422288401e-06,7.487313540484692e-06,0.05432258413615324,8.17077791650576e-06
161,4F55.02.64,0.001542647555560779,0.0005439739537947088,6.124106500982426e-06,0.05703590728490311,1.31709927812153e-06
162,4F55.02.65,2.185038671777353e-05,0.0002888167330107742,1.034015982164624e-06,0.06686387297074205,2.592296240661766e-05
163,4F55.02.66,0.000115626011432951,2.734944389931373e-05,1.902563746473981e-05,0.05736144797646257,1.450202095118524e-05
164,4F55.02.67,8.196466106433298e-07,2.063755964948373e-11,1.530876259546766e-08,0.05761140384518443,3.220534485453044e-05
165,4F55.02.68,9.63419107946419e-07,8.123794057202854e-05,2.873969648629833e-07,0.05023096069761523,0.0002670386805416775
166,4F55.02.69,2.898566559212625e-05,2.915102055926991e-12,6.875498247699848e-09,0.05641578427364211,8.048549451738034e-08
167,4F55.02.7,6.869758049916658e-05,0.0001912751595252572,4.273361611615413e-07,8.564422267839824e-09,4.278270448289029e-08
168,4F55.02.70,1.932587193368942e-06,0.0007483400665325703,5.441403415664958e-06,0.06645327759743082,2.82227828534979e-08
169,4F55.02.71,8.400214102531547e-06,0.0002815050562976053,4.519439082980101e-07,0.05378846202692216,9.749279861719181e-06
170,4F55.02.72,1.246146542838289e-05,2.780355194759436e-07,1.165380213294374e-05,0.06039639075092099,1.4293643293375e-05
171,4F55.02.73,1.693612441646013e-06,8.196738074765653e-05,9.522668277817973e-07,0.05626339471180623,1.069050599403778e-05
172,4F55.02.74,1.875650672306095e-06,2.696461291683262e-07,1.949951051852937e-05,0.06440112693236447,3.991762182438225e-08
173,4F55.02.75,1.552657331689481e-05,0.0002067649263298123,1.158231374257368e-06,0.02553843849796857,6.484111446815093e-05
174,4F55.02.76,0.0002033103924424655,0.0008841581504538264,1.000827070743744e-06,0.06374001591608958,0.0003354920637320578
175,4F55.02.77,0.0002604376764851589,9.756357390132402e-05,7.989082591899266e-07,0.05369687349137012,4.769754618978436e-08
176,4F55.02.78,1.505189584832368e-05,5.124879202078488e-05,1.550479573787963e-07,0.05186824484461101,0.0002969936927940954
177,4F55.02.79,2.446761243690536e-05,1.301022889831343e-08,2.714577697879629e-06,0.05337746859835377,0.0002594272726511795
178,4F55.02.8,2.018981705831565e-05,0.0005174455738126087,2.974821677013412e-05,0.05353429778312859,5.727766442927006e-05
179,4F55.02.80,1.322619101239658e-05,7.958619196946813e-06,7.444358592416402e-06,0.05823773026787836,0.0002214426484446144
180,4F55.02.81,9.624840237888864e-06,8.862827792355103e-05,9.186336557136202e-07,0.05032920894876333,0.0005849377898266471
181,4F55.02.82,3.457392518830085e-05,0.0001712893229930249,1.457962845535302e-05,0.05153067965532801,5.001999717253647e-05
182,4F55.02.83,1.076885541934524e-05,0.0003880123114015509,8.551959179840972e-07,0.0585375783266764,0.0003456064163366803
183,4F55.02.84,0.0001957164395469557,0.0002527509937129924,6.792270964693409e-06,0.06806168027318883,0.001790323668990948
184,4F55.02.85,6.10588242992893e-05,1.393136205040238e-06,1.439892741137235e-06,0.05767560309209259,9.942559140094006e-06
185,4F55.02.86,5.54288777794506e-06,2.474326781633651e-08,3.208515652020294e-06,0.05008700980161801,3.159958471206345e-09
186,4F55.02.87,1.986979640138796e-05,0.0001865315906832099,2.768392619356913e-08,0.05056153906242306,3.471422545537633e-05
187,4F55.02.88,8.124629296605528e-06,0.0009685708484895565,1.052077386725094e-06,0.06196590051842295,1.416348271873651e-05
188,4F55.02.89,1.965972452319342e-05,2.70664279005518e-08,5.973347948395309e-06,0.05527890752219994,7.604258089164645e-06
189,4F55.02.9,6.941639332451314e-06,5.325304625507113e-05,3.307995503882009e-06,0.05588030677887832,5.683716749216972e-05
190,4F55.02.90,1.935772684728936e-06,0.000227050296975503,1.497265756476673e-06,0.05284119353242468,1.442187954501902e-06
191,4F55.02.91,2.316241655514569e-05,9.106168761909894e-06,2.05846744637641e-05,0.05720904351375954,3.175262544234767e-05
192,4F55.02.92,3.088771212205108e-05,4.537084863636793e-05,1.748634539027534e-06,0.05256570925787758,2.6606978209811e-05
193,4F55.02.93,5.105784548169134e-06,3.550663289597736e-09,1.30627692161139e-05,0.05141893977561798,8.728805697137001e-09
194,4F55.02.94,6.301876457941296e-06,0.0001806665337885625,8.875731175681023e-07,0.06368114316990195,4.438252991885177e-07
195,4F55.02.95,3.735904677031136e-05,0.0002082145183798374,2.921568481873794e-06,0.01122675201059435,5.351892802073711e-05
196,4F55.02.96,4.753375836473024e-06,1.042669393820558e-06,8.357511034721307e-07,0.06317945957212909,2.237310853777804e-06
197,4F55.02.97,2.576402686245971e-07,0.0008647690024462528,1.13874028736762e-08,0.05239995139877783,1.486225667224058e-07
198,4F55.02.98,0.0001212311533761593,1.937223713399891e-07,9.47566078112836e-07,0.05199441672038128,6.504850142377676e-05
199,4F55.02.99,3.878921759439184e-05,0.0002979647236665919,9.554695920321443e-07,0.003303809936803181,6.599001538539701e-05
200,5E8F.01.1,2.701876996166217e-06,6.662490563608952e-05,7.007247565993599e-06,3.474381818045911e-07,0.05747695376665304
201,5E8F.01.10,1.82691186437876e-05,1.748222133690396e-05,9.979337006789035e-07,9.403143081428853e-08,0.05171323761695459
202,5E8F.01.100,2.74487027290478e-05,1.136362801688968e-05,7.414694350486221e-10,1.327951946965603e-05,0.06193491842006876
203,5E8F.01.11,3.931930905721473e-05,0.0001750499039890711,8.373413769127743e-09,2.695924967030409e-06,0.0002144540982726696
204,5E8F.01.12,0.000240175953117554,0.0006344017288952609,8.234279723436977e-06,9.499204169635302e-05,0.05110395490888149
205,5E8F.01.13,1.41891873923161e-05,4.765790347686437e-06,9.488783317045376e-07,1.776235864938317e-05,0.05323354939932715
206,5E8F.01.14,1.604782841813864e-06,3.62772535408487e-06,6.320316430103841e-06,2.398412066431585e-09,0.05564547645941427
207,5E8F.01.15,8.543400647335896e-06,1.914170535688843e-05,2.078024884250561e-05,5.724083659588583e-07,0.05033254050327633
208,5E8F.01.16,1.513159264351522e-05,6.143520517383479e-05,1.1520384100163e-06,6.703236718241402e-05,0.0521082842916266
209,5E8F.01.17,8.365942723237717e-05,6.937501140714424e-05,8.464071383097306e-06,5.365087958394755e-07,0.05137537935678778
210,5E8F.01.18,1.941973195823395e-06,5.77548084696063e-06,1.911377135192941e-06,3.560438618087281e-07,0.05999165577502642
211,5E8F.01.19,2.467721368581666e-05,6.360659770478165e-05,6.44308950750427e-06,7.689025916753405e-07,0.05130440666623817
212,5E8F.01.2,6.807920801251133e-05,3.288917539573136e-05,7.697438457640554e-07,5.759305567941859e-08,0.05064352923356788
213,5E8F.01.20,1.942440282095086e-05,0.0001878330669650109,1.341937452784219e-05,9.697279603819323e-05,0.05274738477116203
214,5E8F.01.21,2.032550017318943e-05,2.176959753216971e-05,7.00229393056282e-07,1.500858979644019e-09,0.05354935456260435
215,5E8F.01.22,4.463585941540956e-06,6.988973168055498e-05,4.331633170295437e-07,4.338274036926631e-06,0.0510984055828264
216,5E8F.01.23,4.780815494358799e-06,3.307328170550084e-05,4.884209799873186e-07,6.367701656951964e-08,0.05049461154674604
217,5E8F.01.24,2.037669148731648e-05,5.114809080889967e-05,2.904054489105935e-06,1.737006141999994e-06,0.05676566555433878
218,5E8F.01.25,0.0001567239443605761,3.026716746343177e-05,1.39994039697837e-05,2.200862467843514e-07,0.05023680717034908
219,5E8F.01.26,1.940628632967062e-06,4.416963483043883e-05,3.817050024897675e-06,8.093834392310287e-06,0.05231192633749127
220,5E8F.01.27,1.731193529522553e-05,3.08969096089983e-05,1.023314470888486e-05,7.225966271031413e-08,0.05704164693342242
221,5E8F.01.28,4.100379409837307e-05,4.072005282351738e-07,1.407430276332231e-06,2.825494738437557e-06,0.05296252015254153
