,Genes,89D2.han,4F4D.han,5F62.han,4F55.han,5E8F.han
65,4F4D.01.68,4.763931210497731e-05,0.05158942128137867,2.778112421155122e-05,3.811201565950288e-06,0.00113183524592725
66,4F4D.01.69,6.054902720340197e-05,0.05112782069363315,4.557450144654837e-05,1.073507947840299e-05,7.242293903257043e-05
67,4F4D.01.7,4.285315791768027e-06,0.05187535047665381,3.104441266567867e-05,3.650071210497768e-05,0.0006222897175998186
68,4F4D.01.70,1.652325858804351e-05,0.05131363250392563,7.612503339490711e-11,2.310600088844554e-05,6.437140100108609e-07
69,4F4D.01.71,4.094521353774513e-07,0.01359345025126317,5.260004240498841e-06,0.0003250827422223747,2.98692749465103e-22
70,4F4D.01.72,0.0001069747634994904,0.05837390020504176,7.187027496436182e-06,0.000188593943045459,0.001398304626764277
71,4F4D.01.73,1.560078241606435e-05,0.07134428604447594,7.382764137450708e-06,0.0001472622681021033,2.794898816380302e-24
72,4F4D.01.74,2.52068425146251e-06,0.002228454991910503,1.641695253897462e-07,0.00066224114464754,4.085549291222119e-10
73,4F4D.01.75,2.925738548897832e-07,0.05408763275386227,3.721822393202021e-06,0.001293835237400055,0.0006895357253743668
74,4F4D.01.76,2.443280861156909e-05,0.05383851197325126,1.320714326440132e-05,0.0004446443405021746,0.0004378929165998494
75,4F4D.01.77,6.076894181255598e-05,0.05567600267028951,1.686080169575039e-05,1.14548934007208e-05,2.244907569246601e-05
76,4F4D.01.78,0.000157191633931522,0.05583152702524634,6.231017884101958e-06,9.626277062048616e-10,4.909057514377991e-16
77,4F4D.01.79,1.239063917007138e-05,0.05190316369950927,2.255375399946773e-08,0.001769112834966889,0.0001390830736206864
78,4F4D.01.8,4.984253927893282e-05,0.05095300525861371,8.604463429127832e-06,0.002510145977228218,1.396398068672189e-05
79,4F4D.01.80,2.397623988040293e-05,0.05199942353706894,2.723872115102887e-06,0.0001606332068189566,3.414856993853951e-05
80,4F4D.01.81,3.774888741490077e-06,0.05830466849134016,6.850585097890231e-06,1.22120965969288e-10,1.035292915500845e-11
81,4F4D.01.82,2.166780130517547e-05,0.05561732416973176,1.049799454019296e-05,0.001357292628717798,0.0001805260492680612
82,4F4D.01.83,2.395035693966214e-05,0.0087161897175483,2.546275188577304e-05,0.0007423015226316498,7.740024793393664e-13
83,4F4D.01.84,5.185134314061765e-05,0.05728021988064424,9.079610826090326e-06,0.008458495318077396,0.0008613106114755995
84,4F4D.01.85,0.0001096500138530661,0.05165040490335912,1.65461171550859e-07,9.83683918044494e-05,0.0002096263710711178
85,4F4D.01.86,4.390049769815907e-06,0.005949270674091203,1.482352496460772e-05,5.270125858844246e-05,0.0002088163081818464
86,4F4D.01.87,9.97613408842321e-05,0.06269865937559257,4.195647417982172e-05,4.934760190646093e-05,2.154226605575049e-05
87,4F4D.01.88,7.37536701843423e-05,0.06113248448994971,3.634149480911267e-08,0.0003619017894837663,3.542530474398848e-05
88,4F4D.01.89,0.0001368402968299468,0.05508979566100251,1.071761967162237e-05,0.0001933284191280362,0.0002547651786003105
89,4F4D.01.9,3.135804987197188e-06,0.0031673196490885,2.714379089841848e-06,0.0001703688851594417,0.0005454853307894593
90,4F4D.01.90,1.861790785314677e-05,0.05010744410954687,0.000102210175289308,0.006288484817297425,9.898537297454583e-08
91,4F4D.01.91,0.0001840602868054104,0.05196110539194911,1.585100775604342e-07,0.0006527274054806696,1.30815601643197e-15
92,4F4D.01.92,2.472167781751707e-06,0.004789176422722031,5.624431662917966e-07,0.0002300419287362214,3.614302709475629e-19
93,4F4D.01.93,2.203450868179488e-05,0.05485985837693538,1.187615906378125e-07,0.0002762535234333147,7.107303840336229e-05
94,4F4D.01.94,4.96037833165517e-05,0.05000837323854977,5.796051826022024e-06,0.0003096112282328,0.0003169011894159902
95,4F4D.01.95,2.928910418617945e-05,0.052197915028623,2.685526609019321e-06,0.0002911245188016372,4.889974903882007e-06
96,4F4D.01.96,4.338794026601531e-05,0.0563410334862048,2.882831101493233e-06,0.0002660822659938762,1.413457847886871e-07
97,4F4D.01.97,9.90482584462542e-06,0.05840899759915339,9.877177493438784e-07,0.0009989211246022832,5.482253069212415e-07
98,4F4D.01.98,5.602573084762223e-05,0.05207433073361653,1.236808945289552e-06,0.0004490107125973346,9.497056313265482e-13
99,4F4D.01.99,1.290684932735619e-05,0.05029365107701748,5.956962524964351e-05,0.0001275099510979051,6.462013389060379e-09
100,4F55.02.1,2.813883593782831e-05,0.001070784798437987,3.267256377655317e-06,0.05392416393885159,0.0003098014670957074
101,4F55.02.10,5.723221991412182e-08,3.712443798778578e-10,2.484169268281826e-08,0.0612589859808902,0.0001533427800767831
102,4F55.02.100,5.132283722494501e-06,2.834296024532298e-09,1.084931431827911e-08,3.842743094021793e-05,0.0008614706494858502
103,4F55.02.11,1.888976832688974e-05,3.445920386547872e-05,1.963350352125116e-05,0.05179120798184206,8.651285736304945e-06
104,4F55.02.12,1.941605158803387e-05,5.438035987229001e-05,1.508862355676417e-06,0.05191952298781178,0.0005207360908858775
105,4F55.02.13,0.0001343168651935366,3.935977193085519e-05,4.890932255671907e-07,0.06383120461359576,0.0001078104497743819
106,4F55.02.14,1.604552024865267e-06,0.0002078424787545868,1.007129269664534e-07,0.05427593505929609,3.588216924604882e-05
107,4F55.02.15,3.450839241176282e-06,7.955402098716537e-05,2.029517387004521e-07,0.05057340219462724,7.364902699641317e-05
108,4F55.02.16,0.0001178610757608286,0.0001238259800640269,1.004418050020403e-07,0.051914297507506,2.846950128556031e-05
109,4F55.02.17,1.033389264423403e-05,4.665218027460631e-05,6.950467162367852e-08,0.05616810239971554,2.538295957307389e-05
110,4F55.02.18,4.988675375817356e-05,7.860564929852908e-07,2.633107689386902e-07,3.184932379482312e-06,8.461307790736055e-05
111,4F55.02.19,1.301272766715396e-06,4.890142276703629e-05,9.393590035026272e-13,0.000135993591457291,9.316218404153674e-05
112,4F55.02.2,8.337732743972145e-05,1.235472079624116e-06,5.101365425349147e-06,0.05089545154288648,3.155781765685285e-05
113,4F55.02.20,6.410736500027779e-06,0.0004749440923698725,8.83528623197433e-08,0.05401532998556154,9.952300745222589e-05
114,4F55.02.21,8.560227636020986e-05,1.744622825461247e-05,2.374653208002046e-05,0.06699287636557608,0.0005248950658289026
115,4F55.02.22,0.0001043540348328645,9.704121144348294e-07,1.970360778468034e-07,0.01060725699480088,0.0004486506186252006
116,4F55.02.23,0.0003381353478554605,5.742688294896079e-05,4.842279073124755e-07,0.001036693905023927,0.0001018721514605263
117,4F55.02.24,4.459102370437484e-05,2.156276730434157e-05,1.887462987837125e-06,0.05977457613996408,8.04024238139279e-05
118,4F55.02.25,2.024156069362337e-05,7.190368400662755e-05,2.983231178964892e-06,0.05955811440337642,1.196430141373276e-05
119,4F55.02.26,2.438339725641565e-06,0.0003385150762339034,1.466123611616453e-05,0.07852729678033486,3.949175157205968e-06
120,4F55.02.27,1.655912798256344e-05,0.006587004088621731,5.108762864775779e-05,0.06380379458533843,0.0004006586870803981
121,4F55.02.28,1.527891270578738e-05,0.0003871578903733183,9.124282288986491e-07,0.05161071373285635,0.0001846830875816065
122,4F55.02.29,8.795528617326229e-05,9.126948788094609e-07,4.456676749093975e-08,0.0003250070811769436,3.50085421114829e-05
123,4F55.02.3,0.000437080932211616,1.624718000085295e-05,4.62979548341755e-05,0.0004951957909174738,1.395338917922444e-05
124,4F55.02.30,5.591802958311258e-05,0.0001568597114349945,7.42412960070966e-07,0.003176365637468919,1.668695440125963e-05
125,4F55.02.31,0.0007734446456093609,1.653098832406826e-06,8.305247119667395e-06,0.02938067340992176,2.680016037033581e-05
126,4F55.02.32,0.0002835866641431962,0.0002682707496866951,1.88763899627986e-05,0.05461622811195487,9.077223639530645e-05
127,4F55.02.33,3.862329584636519e-05,2.861831412458293e-05,9.896427098828506e-07,0.05357379764344095,6.928955055096245e-05
128,4F55.02.34,0.000156478795771803,0.0004005325917424513,1.538408525821648e-06,0.0002544802389874513,2.513237406368196e-05
129,4F55.02.35,1.75944366647524e-05,5.520365150827166e-06,1.25679308287357e-05,0.0003937842172289719,0.0003658414839322066
130,4F55.02.36,5.903640543016258e-07,5.256384447237151e-07,3.033568868016114e-08,0.05103040683111378,5.410535512956937e-05
131,4F55.02.37,2.099780318765223e-05,4.584383330612584e-05,4.206398468857207e-05,0.05797066661030448,0.0002504077813025609
132,4F55.02.38,8.991120639914556e-06,1.21859870224657e-05,1.879370952586413e-07,0.05509832055431653,5.769777268037481e-07
133,4F55.02.39,0.0004594924463903058,0.0001277319273681695,6.241515090578276e-08,0.064937218255654,0.0003966099595791999
134,4F55.02.4,6.621929793049597e-05,1.213799011096988e-08,3.485954984491742e-07,0.0001687956551149163,1.751464947349265e-05
135,4F55.02.40,1.997862934823006e-06,5.994372745455154e-07,5.074165991611676e-07,0.05224997308575927,6.072934795261658e-05
136,4F55.02.41,0.0005525161498851384,5.61720485449802e-05,3.920249448015476e-08,0.0523873610238818,0.0004304850118380261
137,4F55.02.42,1.043532599571883e-05,0.0002761976807146566,1.178335376519573e-05,0.05117054590928061,2.792402268627719e-05
138,4F55.02.43,7.917098106798345e-07,0.0001670100949627027,1.088503918874796e-05,0.05936473719059702,0.0007427545623790193
139,4F55.02.44,0.0001381252258869443,0.0003187916846171076,4.715010336642737e-05,0.06510962790900737,0.0004321829211421679
140,4F55.02.45,0.0001737231794592826,1.648376473248586e-05,1.728232419099166e-10,0.05420400132628745,1.298139748064161e-07
141,4F55.02.46,3.924445971726903e-05,8.20363782386761e-05,7.826120645969653e-08,0.000111961523728397,6.209210540194036e-05
142,4F55.02.47,9.790505039855801e-08,3.413427249430574e-05,1.419596032240842e-05,0.05324999542383761,6.957055596223271e-05
143,4F55.02.48,8.48964861404556e-06,1.583357673662857e-05,5.68643614935654e-07,0.05321924770408355,6.650437957544975e-06
144,4F55.02.49,1.597535436153456e-05,0.0006253504503794783,7.372918140989202e-09,0.05421629645944638,1.695438829760247e-05
145,4F55.02.5,8.139035402379595e-05,1.208553829549577e-06,4.882463863153455e-06,0.06691423638976406,5.459171665050437e-05
146,4F55.02.50,7.499586406544351e-05,6.764606512242256e-06,4.021102214865984e-05,0.05732660087335091,0.0002285314461096559
147,4F55.02.51,9.723313685962781e-06,0.0003449696045106772,1.469313015209282e-05,0.002238823397349259,2.228445750411915e-06
148,4F55.02.52,1.547659913349576e-05,2.218248687208726e-06,5.471243690249285e-06,0.05098899951311466,0.0001380024688650997
149,4F55.02.53,0.001358423865319643,4.085960284917493e-11,1.4420289010597e-07,0.05443400304056425,8.810724096439597e-05
150,4F55.02.54,1.174475163819324e-05,0.000378241448482649,8.136872730088063e-07,0.06251429498965339,1.747896392960445e-06
151,4F55.02.55,0.00079712600841034,0.0001352613973792965,4.978588023607274e-07,0.0698092087771228,0.0001079026003218066
152,4F55.02.56,3.876561309154534e-07,0.0001360353843061034,4.441855121485274e-05,0.0009324521862585563,1.149644594366363e-08
153,4F55.02.57,6.294761597584532e-08,5.282672546976494e-05,3.010627204170688e-08,0.05682825450234207,0.0001572093768694747
154,4F55.02.58,2.92728027907238e-06,3.134144357436396e-06,5.794485277137455e-06,0.0604698024499367,0.0001762054228130507
155,4F55.02.59,1.914648010871029e-05,6.462604327403803e-05,3.888107815461884e-07,0.06731052180427287,4.270580395157445e-05
156,4F55.02.6,3.249783248563962e-06,5.355365069472909e-05,8.505869360630738e-06,0.0005643717866817953,0.0002288700291709178
157,4F55.02.60,1.242854399301637e-05,2.481311493702214e-05,2.382696614480983e-06,0.05411248549912279,0.0002412590488038617
158,4F55.02.61,2.214192679119613e-05,5.051064512926e-05,3.579164183371878e-08,0.05802358868911724,0.001868944149199543
159,4F55.02.62,7.246331030060485e-05,0.000638848714937954,1.032419620202282e-07,0.06163520111605553,6.446289472250002e-05
160,4F55.02.63,1.742375479746412e-05,1.750942461313435e-06,7.887897295762219e-06,0.05432258413615324,1.073302686001727e-05
161,4F55.02.64,3.552309613968082e-07,0.000278752561716731,1.21613507113955e-05,0.05703590728490311,0.0002201722936871033
162,4F55.02.65,2.292892800089534e-06,0.001066854215395215,1.034015982164624e-06,0.007114341346564656,4.634757842267989e-05
163,4F55.02.66,0.000115626011432951,2.015663649911995e-06,4.382835340229677e-06,0.05736144797646257,6.874055681433212e-05
164,4F55.02.67,5.737861018775739e-05,3.254743055373402e-07,2.003885382724907e-08,0.05761140384518443,4.061329380547656e-05
165,4F55.02.68,2.808207155160634e-07,3.089717694530608e-06,5.731457763172801e-07,0.05023096069761523,8.125760304582297e-05
166,4F55.02.69,8.935004516572762e-05,3.558932887836819e-06,1.020460012484339e-08,0.05641578427364211,1.752771227772104e-05
167,4F55.02.7,2.412447809277827e-07,1.127525714773471e-05,5.421959486685181e-08,0.05117787662666982,6.45990836675117e-06
168,4F55.02.70,2.553533722569548e-06,3.349815856936599e-05,1.162652031450931e-05,0.0005101995333749792,3.403620080815243e-06
169,4F55.02.71,1.859602461171596e-06,9.590121611194598e-05,2.670572240988762e-07,0.05378846202692216,0.0002307388108797259
170,4F55.02.72,1.246146542838289e-05,1.779872479144449e-05,4.858416511466499e-06,0.06039639075092099,5.124532364668781e-06
171,4F55.02.73,7.116954280728479e-08,4.622027799775895e-09,6.00326870687661e-07,0.05626339471180623,8.56691484453603e-08
172,4F55.02.74,1.542797189392778e-06,2.814500051209283e-05,1.749770998465558e-05,0.06440112693236447,0.0002975739358468704
173,4F55.02.75,2.063896724000382e-05,6.494852577523883e-05,2.459293126508085e-08,0.02553843849796857,8.102410706363849e-05
174,4F55.02.76,0.0003836200772496335,0.0006992951859929317,5.477207625830726e-07,0.06374001591608958,0.000364011240207421
175,4F55.02.77,0.0002320187365357864,7.007558405032028e-05,1.397706378386065e-06,0.05369687349137012,6.276565676959493e-05
176,4F55.02.78,1.75504104739224e-05,0.001124526105713135,6.507298751413703e-08,0.05186824484461101,0.0002969936927940954
177,4F55.02.79,2.250732824356598e-05,1.234426657289227e-06,2.650475091748333e-06,0.05337746859835377,1.100446714429984e-06
178,4F55.02.8,8.225454084609085e-06,9.802185873700758e-05,2.946026957012234e-05,0.05353429778312859,1.175638523732497e-06
179,4F55.02.80,4.738836010929247e-06,3.918938731806699e-06,3.469704649685809e-06,0.05823773026787836,2.054725695476372e-07
180,4F55.02.81,9.624840237888864e-06,1.004272727675856e-05,1.313508464787507e-07,0.05032920894876333,3.17601679026126e-05
181,4F55.02.82,3.23141019794364e-05,5.937259995893572e-05,1.414701604792829e-05,0.004086307213722401,0.0004146988796285353
182,4F55.02.83,1.313322874205518e-05,1.055416452684901e-05,4.705348811470766e-07,0.0585375783266764,2.258880395318558e-05
183,4F55.02.84,0.0002076081061439974,0.0002165509379598316,1.25518723885833e-06,0.06806168027318883,0.0005208103237537321
184,4F55.02.85,5.345396614172834e-05,6.59171281939288e-06,2.005179694747242e-06,0.05767560309209259,0.0001911335039577919
185,4F55.02.86,6.634288728941978e-06,0.0002837221485222164,2.486287927878741e-08,0.05008700980161801,3.526196175105531e-05
186,4F55.02.87,1.890610816190932e-07,0.0001865315906832099,3.980177248430639e-14,0.05056153906242306,2.955966808522056e-05
187,4F55.02.88,0.0001354581180063638,2.402335475844134e-05,1.470557912929837e-05,0.06196590051842295,0.0003228379602447857
188,4F55.02.89,2.228794877608106e-05,2.833767711727612e-05,5.858134141893609e-06,0.003959648080327298,0.0002495765844775813
189,4F55.02.9,6.204581921426876e-06,8.232040327405517e-06,5.056872915342259e-06,0.05588030677887832,9.087513552650305e-05
190,4F55.02.90,2.460181003722866e-06,2.408353221473021e-05,1.124979274501961e-06,0.002631044341298514,6.222591168586034e-12
191,4F55.02.91,2.756023542956106e-05,3.563696953045372e-05,3.600380063288327e-05,0.05720904351375954,0.0002230558960491555
192,4F55.02.92,0.0001704345111091389,4.537084863636793e-05,1.151554162843191e-06,0.05256570925787758,0.0001449371140228809
193,4F55.02.93,5.523616197508975e-06,1.958588495779109e-05,1.437714503275378e-05,0.05141893977561798,0.000200082318009419
194,4F55.02.94,8.273422403082496e-06,1.805171671569272e-06,2.205345726799805e-07,0.06368114316990195,1.530757976587083e-11
195,4F55.02.95,3.940531115186365e-05,1.385139415435196e-05,1.652862551881161e-06,0.05784006571743996,0.0002271785043394161
196,4F55.02.96,4.753375836473024e-06,6.02421676699255e-08,7.716216564156881e-07,0.06317945957212909,2.606380154232652e-07
197,4F55.02.97,1.156898401847448e-07,0.0006314603789827584,2.47585525968192e-09,0.05239995139877783,8.902774176887881e-07
198,4F55.02.98,4.584302643908462e-05,9.794513166796037e-05,2.573846305623494e-07,0.0003261034416066185,0.0001688204538028323
199,4F55.02.99,8.593044296468749e-05,0.000757321790588697,1.082114131972369e-06,0.003259596306753614,0.0008032524224266595
200,5E8F.01.1,3.32350602848828e-06,7.760820504886666e-05,7.007247565993599e-06,7.212942074670128e-09,0.05747695376665304
201,5E8F.01.10,1.82691186437876e-05,5.01857206014975e-10,4.04667215507448e-07,1.450260702871786e-10,0.004113437231211738
202,5E8F.01.100,8.635152630573542e-05,0.0002845369503043657,1.795716238186152e-07,1.100996002623121e-08,0.06193491842006876
203,5E8F.01.11,1.123376149776025e-05,9.432386482647496e-05,4.673090171777736e-06,2.561556394257179e-06,0.002475709912835016
204,5E8F.01.12,1.207147436559396e-05,0.0006344017288952609,1.320503378118518e-05,1.91549239138919e-08,0.05110395490888149
205,5E8F.01.13,3.453244096090675e-05,0.0001364325543903128,1.278928347808193e-06,4.005943531649092e-10,0.02265992966329165
206,5E8F.01.14,7.801353504737425e-06,1.888711293449079e-07,1.360096147891488e-07,1.629460980692504e-05,0.005568559851547094
207,5E8F.01.15,0.0003661129285501745,0.0005947282728525972,4.16098813659414e-07,2.068592220977414e-07,0.05033254050327633
208,5E8F.01.16,6.547668053165138e-06,0.0007019540092123086,1.1520384100163e-06,3.252479073169413e-08,0.01076684346940373
209,5E8F.01.17,4.770339104532576e-05,0.0001760504782590661,3.33909758937133e-07,6.664049924179269e-11,0.05137537935678778
210,5E8F.01.18,1.011551148644145e-05,1.93830286710712e-07,1.070138168962436e-07,1.032539886967064e-07,0.05999165577502642
211,5E8F.01.19,3.43849869088721e-08,6.796037292557582e-05,6.066342234873218e-06,2.417359126367655e-07,0.05130440666623817
212,5E8F.01.2,5.297682669929674e-05,0.000134187482239096,7.762368543770032e-08,5.709262606328974e-10,0.001237545773267022
213,5E8F.01.20,3.049157822359373e-06,0.001883214525980301,1.410587192855129e-07,1.837472365256796e-05,0.05274738477116203
214,5E8F.01.21,1.053057115127903e-05,2.244510135712216e-05,5.266028817239981e-08,2.729374122174961e-08,0.0003598487300059395
215,5E8F.01.22,2.860635548090394e-05,0.0007932547289803983,4.373609396931583e-07,4.936560504647354e-10,0.002134741765923833
216,5E8F.01.23,1.530281858216488e-06,4.955951104866585e-05,2.481631917014039e-08,2.310786982342534e-09,0.05049461154674604
217,5E8F.01.24,4.180035662525537e-05,4.575626946141842e-05,5.739906602007086e-07,4.460606982987361e-07,0.05676566555433878
218,5E8F.01.25,0.0001603263859161335,0.0001315860950175178,1.39994039697837e-05,2.944326869089037e-09,0.05023680717034908
219,5E8F.01.26,7.703298839208744e-06,9.612183751191935e-08,3.471516767494745e-06,7.389253383326042e-08,0.05231192633749127
220,5E8F.01.27,3.018779222367155e-05,3.812592161894069e-08,1.023314470888486e-05,1.612439479806403e-08,0.001083007377487977
221,5E8F.01.28,3.446352050094441e-06,0.0001046182740872089,2.978858819800119e-06,1.109355394650567e-05,0.05296252015254153
